trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,jp_trip_desc,jp_trip_desc_symbol,jp_office_id
0202_06_01_03_1030,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_08_01_03_1130,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_10_01_03_1230,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_12_01_03_1330,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_14_01_03_1430,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_16_01_03_1530,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_18_01_03_1630,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_20_01_03_1730,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_22_01_03_1830,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_24_01_03_1930,00001,03,六本木ヒルズ行,,,,85111,,,,,01
0202_26_01_03_2043,00002,03,芝浦車庫行,,,,85162,,,,,01
0301_02_01_03_0756,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0301_03_01_03_0858,00003,03,新橋駅行,,,,85202,,,,,01
0301_04_01_03_0956,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0301_05_01_03_1058,00003,03,新橋駅行,,,,85202,,,,,01
0301_06_01_03_1156,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0301_07_01_03_1258,00003,03,新橋駅行,,,,85202,,,,,01
0301_08_01_03_1356,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0301_09_01_03_1458,00003,03,新橋駅行,,,,85202,,,,,01
0301_10_01_03_1556,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0301_11_01_03_1658,00003,03,新橋駅行,,,,85202,,,,,01
0301_12_01_03_1756,00003,03,みなとパーク芝浦行,,,,85211,,,,,01
0302_02_01_03_0758,00003,03,新橋駅行,,,,85202,,,,,01
0302_03_01_03_0856,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0302_04_01_03_0958,00003,03,新橋駅行,,,,85202,,,,,01
0302_05_01_03_1056,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0302_06_01_03_1158,00003,03,新橋駅行,,,,85202,,,,,01
0302_07_01_03_1256,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0302_08_01_03_1358,00003,03,新橋駅行,,,,85202,,,,,01
0302_09_01_03_1456,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0302_10_01_03_1558,00003,03,新橋駅行,,,,85202,,,,,01
0302_11_01_03_1656,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0302_12_01_03_1758,00003,03,新橋駅行,,,,85202,,,,,01
0303_02_01_03_0826,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0303_03_01_03_0928,00003,03,新橋駅行,,,,85222,,,,,01
0303_04_01_03_1029,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0303_05_01_03_1128,00003,03,新橋駅行,,,,85222,,,,,01
0303_06_01_03_1229,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0303_07_01_03_1328,00003,03,新橋駅行,,,,85222,,,,,01
0303_08_01_03_1429,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0303_09_01_03_1528,00003,03,新橋駅行,,,,85222,,,,,01
0303_10_01_03_1629,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0303_11_01_03_1728,00003,03,新橋駅行,,,,85222,,,,,01
0304_02_01_03_0828,00003,03,新橋駅行,,,,85202,,,,,01
0304_03_01_03_0926,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0304_04_01_03_1028,00003,03,新橋駅行,,,,85222,,,,,01
0304_05_01_03_1129,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0304_06_01_03_1228,00003,03,新橋駅行,,,,85222,,,,,01
0304_07_01_03_1329,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0304_08_01_03_1428,00003,03,新橋駅行,,,,85222,,,,,01
0304_09_01_03_1529,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0304_10_01_03_1628,00003,03,新橋駅行,,,,85222,,,,,01
0304_11_01_03_1729,00003,03,みなとパーク芝浦行,,,,85201,,,,,01
0304_12_01_03_1828,00003,03,新橋駅行,,,,85223,,,,,01
0401_02_01_03_0838,00004,03,港区役所北行,,,,85254,,,,,01
0401_03_01_03_0938,00004,03,港区役所北行,,,,85254,,,,,01
0401_04_01_03_1038,00004,03,港区役所北行,,,,85254,,,,,01
0401_05_01_03_1138,00004,03,港区役所北行,,,,85254,,,,,01
0401_06_01_03_1238,00004,03,港区役所北行,,,,85254,,,,,01
0401_07_01_03_1338,00004,03,港区役所北行,,,,85254,,,,,01
0401_08_01_03_1438,00004,03,港区役所北行,,,,85254,,,,,01
0401_09_01_03_1538,00004,03,港区役所北行,,,,85254,,,,,01
0401_10_01_03_1638,00004,03,港区役所北行,,,,85254,,,,,01
0401_11_01_03_1738,00004,03,港区役所北行,,,,85254,,,,,01
0401_12_01_03_1838,00004,03,港区役所北行,,,,85253,,,,,01
0411_02_01_03_0751,00005,03,広尾駅行,,,,85261,,,,,01
0411_03_01_03_0851,00005,03,広尾駅行,,,,85262,,,,,01
0411_04_01_03_0951,00005,03,広尾駅行,,,,85262,,,,,01
0411_05_01_03_1051,00005,03,広尾駅行,,,,85262,,,,,01
0411_06_01_03_1151,00005,03,広尾駅行,,,,85262,,,,,01
0411_07_01_03_1251,00005,03,広尾駅行,,,,85262,,,,,01
0411_08_01_03_1351,00005,03,広尾駅行,,,,85262,,,,,01
0411_09_01_03_1451,00005,03,広尾駅行,,,,85262,,,,,01
0411_10_01_03_1551,00005,03,広尾駅行,,,,85262,,,,,01
0411_11_01_03_1651,00005,03,広尾駅行,,,,85262,,,,,01
0411_12_01_03_1751,00005,03,広尾駅行,,,,85262,,,,,01
0411_13_01_03_1851,00005,03,広尾駅行,,,,85263,,,,,01
0411_14_01_03_1951,00005,03,麻布十番駅前（一の橋）行,,,,85272,,,,,01
0412_02_01_03_0811,00005,03,広尾駅行,,,,85262,,,,,01
0412_03_01_03_0911,00005,03,広尾駅行,,,,85262,,,,,01
0412_04_01_03_1011,00005,03,広尾駅行,,,,85262,,,,,01
0412_05_01_03_1111,00005,03,広尾駅行,,,,85262,,,,,01
0412_06_01_03_1211,00005,03,広尾駅行,,,,85262,,,,,01
0412_07_01_03_1311,00005,03,広尾駅行,,,,85262,,,,,01
0412_08_01_03_1411,00005,03,広尾駅行,,,,85262,,,,,01
0412_09_01_03_1511,00005,03,広尾駅行,,,,85262,,,,,01
0412_10_01_03_1611,00005,03,広尾駅行,,,,85262,,,,,01
0412_11_01_03_1711,00005,03,広尾駅行,,,,85262,,,,,01
0412_12_01_03_1811,00005,03,広尾駅行,,,,85262,,,,,01
0412_13_01_03_1911,00005,03,広尾駅行,,,,85263,,,,,01
0412_14_01_03_2011,00005,03,麻布十番駅前（一の橋）行,,,,85273,,,,,01
0413_02_01_03_0831,00005,03,広尾駅行,,,,85262,,,,,01
0413_03_01_03_0931,00005,03,広尾駅行,,,,85262,,,,,01
0413_04_01_03_1031,00005,03,広尾駅行,,,,85262,,,,,01
0413_05_01_03_1131,00005,03,広尾駅行,,,,85262,,,,,01
0413_06_01_03_1231,00005,03,広尾駅行,,,,85262,,,,,01
0413_07_01_03_1331,00005,03,広尾駅行,,,,85262,,,,,01
0413_08_01_03_1431,00005,03,広尾駅行,,,,85262,,,,,01
0413_09_01_03_1531,00005,03,広尾駅行,,,,85262,,,,,01
0413_10_01_03_1631,00005,03,広尾駅行,,,,85262,,,,,01
0413_11_01_03_1731,00005,03,広尾駅行,,,,85262,,,,,01
0413_12_01_03_1831,00005,03,広尾駅行,,,,85262,,,,,01
0413_13_01_03_1931,00005,03,広尾駅行,,,,85274,,,,,01
0501_02_01_03_0751,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0501_03_01_03_0824,00006,03,赤坂見附駅行,,,,85301,,,,,01
0501_04_01_03_0911,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0501_06_01_03_1004,00006,03,赤坂見附駅行,,,,85301,,,,,01
0501_07_01_03_1051,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0501_09_01_03_1144,00006,03,赤坂見附駅行,,,,85301,,,,,01
0501_10_01_03_1231,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0501_12_01_03_1324,00006,03,赤坂見附駅行,,,,85301,,,,,01
0501_13_01_03_1411,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0501_15_01_03_1504,00006,03,赤坂見附駅行,,,,85301,,,,,01
0501_16_01_03_1551,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0501_18_01_03_1644,00006,03,赤坂見附駅行,,,,85301,,,,,01
0501_19_01_03_1731,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0501_21_01_03_1824,00006,03,赤坂見附駅行,,,,85301,,,,,01
0501_22_01_03_1911,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0502_02_01_03_0744,00006,03,赤坂見附駅行,,,,85301,,,,,01
0502_03_01_03_0831,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0502_05_01_03_0924,00006,03,赤坂見附駅行,,,,85301,,,,,01
0502_06_01_03_1011,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0502_08_01_03_1104,00006,03,赤坂見附駅行,,,,85301,,,,,01
0502_09_01_03_1151,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0502_11_01_03_1244,00006,03,赤坂見附駅行,,,,85301,,,,,01
0502_12_01_03_1331,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0502_14_01_03_1424,00006,03,赤坂見附駅行,,,,85301,,,,,01
0502_15_01_03_1511,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0502_17_01_03_1604,00006,03,赤坂見附駅行,,,,85301,,,,,01
0502_18_01_03_1651,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0502_20_01_03_1744,00006,03,赤坂見附駅行,,,,85301,,,,,01
0502_21_01_03_1831,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0502_23_01_03_1924,00006,03,赤坂見附駅行,,,,85311,,,,,01
0502_24_01_03_2011,00006,03,六本木ヒルズ行,,,,85312,,,,,01
0503_02_01_03_0804,00006,03,赤坂見附駅行,,,,85301,,,,,01
0503_03_01_03_0851,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0503_05_01_03_0944,00006,03,赤坂見附駅行,,,,85301,,,,,01
0503_06_01_03_1031,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0503_08_01_03_1124,00006,03,赤坂見附駅行,,,,85301,,,,,01
0503_09_01_03_1211,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0503_11_01_03_1304,00006,03,赤坂見附駅行,,,,85301,,,,,01
0503_12_01_03_1351,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0503_14_01_03_1444,00006,03,赤坂見附駅行,,,,85301,,,,,01
0503_15_01_03_1531,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0503_17_01_03_1624,00006,03,赤坂見附駅行,,,,85301,,,,,01
0503_18_01_03_1711,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0503_20_01_03_1804,00006,03,赤坂見附駅行,,,,85301,,,,,01
0503_21_01_03_1851,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0504_02_01_03_0811,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0504_03_01_03_0844,00006,03,赤坂見附駅行,,,,85301,,,,,01
0504_04_01_03_0931,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0504_06_01_03_1024,00006,03,赤坂見附駅行,,,,85301,,,,,01
0504_07_01_03_1111,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0504_09_01_03_1204,00006,03,赤坂見附駅行,,,,85301,,,,,01
0504_10_01_03_1251,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0504_12_01_03_1344,00006,03,赤坂見附駅行,,,,85301,,,,,01
0504_13_01_03_1431,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0504_15_01_03_1524,00006,03,赤坂見附駅行,,,,85301,,,,,01
0504_16_01_03_1611,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0504_18_01_03_1704,00006,03,赤坂見附駅行,,,,85301,,,,,01
0504_19_01_03_1751,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0504_21_01_03_1844,00006,03,赤坂見附駅行,,,,85301,,,,,01
0504_22_01_03_1931,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0505_02_01_03_0904,00006,03,赤坂見附駅行,,,,85301,,,,,01
0505_03_01_03_0951,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0505_05_01_03_1044,00006,03,赤坂見附駅行,,,,85301,,,,,01
0505_06_01_03_1131,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0505_08_01_03_1224,00006,03,赤坂見附駅行,,,,85301,,,,,01
0505_09_01_03_1311,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0505_11_01_03_1404,00006,03,赤坂見附駅行,,,,85301,,,,,01
0505_12_01_03_1451,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0505_14_01_03_1544,00006,03,赤坂見附駅行,,,,85301,,,,,01
0505_15_01_03_1631,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0505_17_01_03_1724,00006,03,赤坂見附駅行,,,,85301,,,,,01
0505_18_01_03_1811,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0505_20_01_03_1904,00006,03,赤坂見附駅行,,,,85301,,,,,01
0505_21_01_03_1951,00006,03,六本木ヒルズ行,,,,85302,,,,,01
0601_02_01_03_0731,00007,03,品川駅港南口行,,,,85352,,,,,01
0601_03_01_03_0810,00007,03,品川駅港南口行,,,,85371,,,,,01
0601_04_01_03_0930,00007,03,品川駅港南口行,,,,85371,,,,,01
0601_05_01_03_1050,00007,03,品川駅港南口行,,,,85371,,,,,01
0601_06_01_03_1210,00007,03,品川駅港南口行,,,,85371,,,,,01
0601_07_01_03_1330,00007,03,品川駅港南口行,,,,85371,,,,,01
0601_08_01_03_1450,00007,03,品川駅港南口行,,,,85371,,,,,01
0601_09_01_03_1610,00007,03,品川駅港南口行,,,,85371,,,,,01
0601_10_01_03_1730,00007,03,品川駅港南口行,,,,85371,,,,,01
0601_11_01_03_1850,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_02_01_03_0730,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_03_01_03_0850,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_04_01_03_1010,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_05_01_03_1130,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_06_01_03_1250,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_07_01_03_1410,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_08_01_03_1530,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_09_01_03_1650,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_10_01_03_1810,00007,03,品川駅港南口行,,,,85371,,,,,01
0602_11_01_03_1930,00007,03,浅草線三田駅前行,,,,85351,,,,,01
0603_02_01_03_0751,00007,03,品川駅港南口行,,,,85352,,,,,01
0603_03_01_03_0830,00007,03,品川駅港南口行,,,,85371,,,,,01
0603_04_01_03_0950,00007,03,品川駅港南口行,,,,85371,,,,,01
0603_05_01_03_1110,00007,03,品川駅港南口行,,,,85371,,,,,01
0603_06_01_03_1230,00007,03,品川駅港南口行,,,,85371,,,,,01
0603_07_01_03_1350,00007,03,品川駅港南口行,,,,85371,,,,,01
0603_08_01_03_1510,00007,03,品川駅港南口行,,,,85371,,,,,01
0603_09_01_03_1630,00007,03,品川駅港南口行,,,,85371,,,,,01
0603_10_01_03_1750,00007,03,品川駅港南口行,,,,85371,,,,,01
0603_11_01_03_1910,00007,03,品川駅港南口行,,,,85372,,,,,01
0604_02_01_03_0750,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_03_01_03_0910,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_04_01_03_1030,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_05_01_03_1150,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_06_01_03_1310,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_07_01_03_1430,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_08_01_03_1550,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_09_01_03_1710,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_10_01_03_1830,00007,03,品川駅港南口行,,,,85371,,,,,01
0604_11_01_03_1950,00007,03,浅草線三田駅前行,,,,85361,,,,,01
0701_02_01_03_0749,00008,03,竹芝桟橋入口行,,,,85506,,,,,01
0701_04_01_03_0918,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0701_06_01_03_1118,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0701_08_01_03_1318,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0701_10_01_03_1518,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0701_12_01_03_1718,00008,03,田町駅東口行,,,,85510,,,,,01
0702_02_01_03_0757,00008,03,田町駅東口行,,,,85512,,,,,01
0702_04_01_03_0829,00008,03,竹芝桟橋入口行,,,,85506,,,,,01
0702_06_01_03_0958,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0702_08_01_03_1158,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0702_10_01_03_1358,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0702_12_01_03_1558,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0702_14_01_03_1758,00008,03,芝浦アイランド行,,,,85508,,,,,01
0702_16_01_03_1949,00008,03,田町駅東口行,,,,85503,,,,,01
0703_02_01_03_0809,00008,03,田町駅東口行,,,,85503,,,,,01
0703_04_01_03_0909,00008,03,田町駅東口行,,,,85503,,,,,01
0703_06_01_03_1009,00008,03,田町駅東口行,,,,85503,,,,,01
0703_08_01_03_1109,00008,03,田町駅東口行,,,,85503,,,,,01
0703_10_01_03_1209,00008,03,田町駅東口行,,,,85503,,,,,01
0703_12_01_03_1309,00008,03,田町駅東口行,,,,85503,,,,,01
0703_14_01_03_1409,00008,03,田町駅東口行,,,,85503,,,,,01
0703_16_01_03_1509,00008,03,田町駅東口行,,,,85503,,,,,01
0703_18_01_03_1609,00008,03,田町駅東口行,,,,85503,,,,,01
0703_20_01_03_1709,00008,03,田町駅東口行,,,,85503,,,,,01
0703_22_01_03_1809,00008,03,田町駅東口行,,,,85503,,,,,01
0703_24_01_03_1909,00008,03,芝浦アイランド行,,,,85509,,,,,01
0704_02_01_03_0849,00008,03,竹芝桟橋入口行,,,,85506,,,,,01
0704_04_01_03_1018,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0704_06_01_03_1218,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0704_08_01_03_1418,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0704_10_01_03_1618,00008,03,竹芝桟橋入口行,,,,85502,,,,,01
0704_12_01_03_1818,00008,03,芝浦アイランド行,,,,85517,,,,,01
0704_14_01_03_2009,00008,03,田町駅東口行,,,,85504,,,,,01
0705_02_01_03_0929,00008,03,竹芝桟橋入口行,,,,85506,,,,,01
0705_04_01_03_1058,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0705_06_01_03_1258,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0705_08_01_03_1458,00008,03,竹芝桟橋入口行,,,,85501,,,,,01
0705_10_01_03_1658,00008,03,田町駅東口行,,,,85510,,,,,01
0705_13_01_03_1929,00008,03,田町駅東口行,,,,85503,,,,,01
0101_02_01_06_0750,00002,06,田町駅東口行,,,,85141,,,,,01
0101_03_01_06_0900,00002,06,田町駅東口行,,,,85131,,,,,01
0101_04_01_06_1000,00002,06,田町駅東口行,,,,85131,,,,,01
0101_06_01_06_1115,00002,06,田町駅東口行,,,,85131,,,,,01
0101_07_01_06_1215,00002,06,芝浦車庫行,,,,85151,,,,,01
0101_10_01_06_1350,00002,06,田町駅東口行,,,,85141,,,,,01
0101_11_01_06_1500,00002,06,田町駅東口行,,,,85131,,,,,01
0101_12_01_06_1615,00002,06,田町駅東口行,,,,85131,,,,,01
0101_14_01_06_1730,00002,06,芝浦車庫行,,,,85151,,,,,01
0101_17_01_06_1905,00002,06,芝浦車庫行,,,,85121,,,,,01
0102_02_01_06_0805,00002,06,田町駅東口行,,,,85141,,,,,01
0102_03_01_06_0915,00002,06,田町駅東口行,,,,85131,,,,,01
0102_04_01_06_1030,00002,06,田町駅東口行,,,,85131,,,,,01
0102_06_01_06_1145,00002,06,田町駅東口行,,,,85131,,,,,01
0102_07_01_06_1245,00002,06,田町駅東口行,,,,85131,,,,,01
0102_08_01_06_1345,00002,06,芝浦車庫行,,,,85151,,,,,01
0102_11_01_06_1520,00002,06,田町駅東口行,,,,85141,,,,,01
0102_12_01_06_1645,00002,06,田町駅東口行,,,,85131,,,,,01
0102_13_01_06_1800,00002,06,田町駅東口行,,,,85131,,,,,01
0102_14_01_06_1900,00002,06,田町駅東口行,,,,85131,,,,,01
0102_15_01_06_2000,00002,06,芝浦車庫行,,,,85152,,,,,01
0103_02_01_06_0820,00002,06,芝浦車庫行,,,,85121,,,,,01
0103_05_01_06_1005,00002,06,田町駅東口行,,,,85141,,,,,01
0103_06_01_06_1130,00002,06,芝浦車庫行,,,,85151,,,,,01
0103_09_01_06_1305,00002,06,田町駅東口行,,,,85141,,,,,01
0103_10_01_06_1415,00002,06,田町駅東口行,,,,85131,,,,,01
0103_11_01_06_1515,00002,06,田町駅東口行,,,,85131,,,,,01
0103_12_01_06_1630,00002,06,田町駅東口行,,,,85131,,,,,01
0103_13_01_06_1745,00002,06,田町駅東口行,,,,85131,,,,,01
0103_14_01_06_1845,00002,06,田町駅東口行,,,,85131,,,,,01
0103_15_01_06_1945,00002,06,芝浦車庫行,,,,85151,,,,,01
0104_02_01_06_0835,00002,06,田町駅東口行,,,,85141,,,,,01
0104_03_01_06_0945,00002,06,田町駅東口行,,,,85131,,,,,01
0104_04_01_06_1100,00002,06,田町駅東口行,,,,85131,,,,,01
0104_05_01_06_1200,00002,06,田町駅東口行,,,,85131,,,,,01
0104_06_01_06_1300,00002,06,芝浦車庫行,,,,85151,,,,,01
0104_09_01_06_1435,00002,06,田町駅東口行,,,,85141,,,,,01
0104_10_01_06_1600,00002,06,田町駅東口行,,,,85131,,,,,01
0104_11_01_06_1715,00002,06,田町駅東口行,,,,85131,,,,,01
0104_12_01_06_1830,00002,06,田町駅東口行,,,,85131,,,,,01
0104_13_01_06_1930,00002,06,芝浦車庫行,,,,85151,,,,,01
0105_02_01_06_0735,00002,06,芝浦車庫行,,,,85121,,,,,01
0105_05_01_06_0920,00002,06,田町駅東口行,,,,85141,,,,,01
0105_06_01_06_1045,00002,06,芝浦車庫行,,,,85151,,,,,01
0105_09_01_06_1220,00002,06,田町駅東口行,,,,85141,,,,,01
0105_10_01_06_1330,00002,06,田町駅東口行,,,,85131,,,,,01
0105_11_01_06_1430,00002,06,田町駅東口行,,,,85131,,,,,01
0105_12_01_06_1545,00002,06,田町駅東口行,,,,85131,,,,,01
0105_13_01_06_1700,00002,06,田町駅東口行,,,,85131,,,,,01
0105_14_01_06_1815,00002,06,芝浦車庫行,,,,85151,,,,,01
0201_02_01_06_0720,00002,06,六本木ヒルズ行,,,,85161,,,,,01
0201_04_01_06_0800,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_06_01_06_0900,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_08_01_06_1000,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_10_01_06_1100,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_12_01_06_1200,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_14_01_06_1300,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_16_01_06_1400,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_18_01_06_1500,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_20_01_06_1600,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_22_01_06_1700,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_24_01_06_1800,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_26_01_06_1900,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0201_28_01_06_2000,00001,06,六本木ヒルズ行,,,,85112,,,,,01
0201_30_01_06_2058,00002,06,芝浦車庫行,,,,85171,,,,,01
0202_02_01_06_0830,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_04_01_06_0930,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_06_01_06_1030,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_08_01_06_1130,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_10_01_06_1230,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_12_01_06_1330,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_14_01_06_1430,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_16_01_06_1530,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_18_01_06_1630,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_20_01_06_1730,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_22_01_06_1830,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_24_01_06_1930,00001,06,六本木ヒルズ行,,,,85111,,,,,01
0202_26_01_06_2043,00002,06,芝浦車庫行,,,,85162,,,,,01
0301_02_01_06_0756,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0301_03_01_06_0858,00003,06,新橋駅行,,,,85202,,,,,01
0301_04_01_06_0956,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0301_05_01_06_1058,00003,06,新橋駅行,,,,85202,,,,,01
0301_06_01_06_1156,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0301_07_01_06_1258,00003,06,新橋駅行,,,,85202,,,,,01
0301_08_01_06_1356,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0301_09_01_06_1458,00003,06,新橋駅行,,,,85202,,,,,01
0301_10_01_06_1556,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0301_11_01_06_1658,00003,06,新橋駅行,,,,85202,,,,,01
0301_12_01_06_1756,00003,06,みなとパーク芝浦行,,,,85211,,,,,01
0302_02_01_06_0758,00003,06,新橋駅行,,,,85202,,,,,01
0302_03_01_06_0856,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0302_04_01_06_0958,00003,06,新橋駅行,,,,85202,,,,,01
0302_05_01_06_1056,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0302_06_01_06_1158,00003,06,新橋駅行,,,,85202,,,,,01
0302_07_01_06_1256,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0302_08_01_06_1358,00003,06,新橋駅行,,,,85202,,,,,01
0302_09_01_06_1456,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0302_10_01_06_1558,00003,06,新橋駅行,,,,85202,,,,,01
0302_11_01_06_1656,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0302_12_01_06_1758,00003,06,新橋駅行,,,,85202,,,,,01
0303_02_01_06_0826,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0303_03_01_06_0928,00003,06,新橋駅行,,,,85222,,,,,01
0303_04_01_06_1029,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0303_05_01_06_1128,00003,06,新橋駅行,,,,85222,,,,,01
0303_06_01_06_1229,00003,06,みなとパーク芝浦行,,,,85201,,,,,01
0303_07_01_06_1328,00003,06,新橋駅行,,,,85222,,,,,01
